,custAge,profession,marital,schooling,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit
1630,37.0,9.0,3.0,0.0,0.0,0.0,0,5,2.0,3,0,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,0.0
1631,41.0,2.0,2.0,3.0,1.0,0.0,1,6,3.0,2,0,0,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0,0.0
1632,38.0,10.0,2.0,6.0,0.0,0.0,0,8,1.0,3,0,0,1.4,93.444,-36.1,4.97,5228.1,999.0,0,0,0.0
1633,31.0,2.0,2.0,1.0,0.0,0.0,1,6,5.0,6,0,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,0.0
1634,46.0,3.0,2.0,1.0,0.0,0.0,0,11,1.0,2,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
1635,32.0,8.0,2.0,0.0,1.0,1.0,1,11,3.0,1,0,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0.0
1636,33.0,1.0,1.0,7.0,1.0,1.0,0,12,5.0,6,1,1,-3.0,92.713,-33.0,0.71,5023.5,999.0,3,0,0.0
1637,49.0,1.0,2.0,4.0,1.0,0.0,0,8,2.0,8,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1638,41.0,2.0,2.0,0.0,0.0,0.0,0,5,2.0,3,0,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,0.0
1639,34.0,1.0,2.0,0.0,1.0,0.0,1,5,1.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1640,37.0,2.0,2.0,3.0,0.0,0.0,1,5,1.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1641,49.0,1.0,3.0,4.0,1.0,0.0,1,6,1.0,2,0,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,0.0
1642,46.0,1.0,2.0,0.0,1.0,0.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1643,37.0,1.0,2.0,4.0,0.0,0.0,1,5,1.0,1,0,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,0,0.0
1644,24.0,9.0,1.0,4.0,1.0,1.0,0,11,1.0,1,0,0,-1.1,94.76700000000001,-50.8,1.05,4963.6,999.0,0,0,0.0
1645,31.0,1.0,3.0,4.0,0.0,0.0,0,8,4.0,10,0,0,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0,0.0
1646,33.0,2.0,2.0,0.0,0.0,1.0,1,6,1.0,2,0,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,0.0
1647,52.0,10.0,2.0,0.0,0.0,0.0,1,6,5.0,3,0,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,0.0
1648,35.0,1.0,2.0,0.0,1.0,1.0,1,7,2.0,1,0,0,1.4,93.91799999999999,-42.7,4.955,5228.1,999.0,0,0,0.0
1649,27.0,9.0,1.0,4.0,1.0,0.0,1,5,4.0,9,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
1650,43.0,8.0,3.0,3.0,1.0,0.0,0,5,2.0,2,0,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,0.0
1651,33.0,1.0,1.0,7.0,1.0,1.0,0,5,3.0,6,1,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,2,0,0.0
1652,36.0,2.0,2.0,0.0,0.0,0.0,0,7,1.0,1,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
1653,45.0,2.0,3.0,2.0,1.0,0.0,0,5,4.0,1,0,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0,0.0
1654,52.0,2.0,2.0,1.0,0.0,0.0,1,5,2.0,2,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1655,40.0,1.0,2.0,7.0,0.0,0.0,0,5,4.0,6,0,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,0,0.0
1656,43.0,1.0,3.0,7.0,0.0,0.0,1,6,2.0,4,0,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,0.0
1657,39.0,3.0,2.0,4.0,0.0,1.0,1,5,5.0,3,0,0,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,0.0
1658,36.0,1.0,1.0,0.0,1.0,0.0,0,8,3.0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1659,24.0,9.0,1.0,7.0,1.0,0.0,0,5,4.0,1,1,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,3,0,0.0
1660,41.0,2.0,2.0,3.0,0.0,1.0,1,5,4.0,1,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
1661,34.0,10.0,1.0,6.0,0.0,0.0,0,8,1.0,2,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1662,50.0,1.0,2.0,7.0,1.0,0.0,0,8,1.0,2,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1663,32.0,1.0,1.0,7.0,0.0,0.0,1,7,4.0,1,0,0,-1.7,94.215,-40.3,0.81,4991.6,999.0,0,0,0.0
1664,50.0,1.0,2.0,7.0,1.0,0.0,0,7,2.0,3,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,0.0
1665,41.0,2.0,2.0,1.0,0.0,0.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
1666,37.0,1.0,1.0,0.0,1.0,0.0,0,11,1.0,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
1667,32.0,7.0,1.0,0.0,1.0,0.0,0,6,1.0,1,0,0,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,0,0.0
1668,63.0,6.0,2.0,2.0,0.0,0.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
1669,41.0,2.0,2.0,0.0,0.0,1.0,0,7,1.0,2,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
1670,48.0,2.0,2.0,0.0,0.0,0.0,1,6,5.0,1,0,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,0.0
1671,34.0,10.0,1.0,6.0,1.0,0.0,0,8,2.0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1672,58.0,5.0,2.0,0.0,1.0,0.0,0,8,1.0,3,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1673,35.0,2.0,3.0,0.0,0.0,0.0,1,6,1.0,4,0,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,0.0
1674,33.0,10.0,2.0,7.0,1.0,0.0,0,9,3.0,1,1,1,-1.1,94.199,-37.5,0.8759999999999999,4963.6,999.0,0,0,0.0
1675,82.0,6.0,2.0,7.0,0.0,0.0,0,9,1.0,3,4,2,-1.1,94.199,-37.5,0.879,4963.6,0.1,8,0,0.0
1676,56.0,2.0,2.0,1.0,0.0,0.0,0,8,2.0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1677,51.0,2.0,2.0,3.0,0.0,0.0,1,8,2.0,2,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1678,30.0,8.0,1.0,4.0,0.0,0.0,0,5,4.0,2,0,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0,0.0
1679,51.0,1.0,2.0,0.0,1.0,0.0,0,7,3.0,3,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,0.0
1680,40.0,8.0,2.0,4.0,1.0,0.0,1,5,1.0,3,0,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,0,0.0
1681,41.0,2.0,2.0,0.0,1.0,0.0,0,11,1.0,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
1682,52.0,2.0,2.0,0.0,1.0,0.0,1,6,4.0,3,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,0.0
1683,32.0,5.0,2.0,2.0,1.0,0.0,1,5,4.0,3,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
1684,55.0,2.0,2.0,0.0,0.0,0.0,0,11,2.0,2,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,0.0
1685,46.0,8.0,2.0,2.0,0.0,0.0,1,5,2.0,3,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1686,40.0,5.0,2.0,0.0,1.0,0.0,0,8,4.0,3,0,0,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0,0.0
1687,44.0,2.0,3.0,2.0,1.0,0.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
1688,56.0,5.0,3.0,7.0,1.0,0.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
1689,57.0,10.0,2.0,0.0,1.0,0.0,1,6,1.0,3,0,0,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,0.0
1690,33.0,2.0,1.0,0.0,1.0,0.0,0,5,5.0,2,1,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,999.0,1,0,0.0
1691,60.0,8.0,2.0,1.0,1.0,0.0,1,8,3.0,7,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1692,54.0,4.0,2.0,1.0,0.0,0.0,0,8,1.0,2,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1693,38.0,1.0,2.0,4.0,1.0,0.0,1,6,1.0,1,0,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0,0.0
1694,45.0,10.0,2.0,4.0,1.0,0.0,0,11,2.0,1,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,0.0
1695,42.0,2.0,2.0,1.0,0.0,0.0,0,7,5.0,1,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,0.0
1696,26.0,8.0,1.0,3.0,1.0,0.0,0,7,3.0,2,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,0.0
1697,31.0,2.0,1.0,0.0,0.0,0.0,0,4,3.0,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,0.0
1698,37.0,2.0,2.0,1.0,0.0,0.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
1699,40.0,8.0,2.0,0.0,0.0,0.0,1,5,3.0,2,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
1700,28.0,3.0,2.0,0.0,0.0,0.0,0,7,1.0,3,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
1701,45.0,7.0,3.0,7.0,0.0,1.0,0,5,5.0,1,0,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0,0.0
1702,79.0,6.0,2.0,4.0,1.0,1.0,0,6,2.0,1,1,1,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,0,0.0
1703,31.0,1.0,1.0,0.0,1.0,0.0,0,8,4.0,6,0,0,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0,0.0
1704,29.0,1.0,1.0,7.0,1.0,0.0,0,8,3.0,1,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
1705,55.0,1.0,3.0,7.0,1.0,0.0,1,5,1.0,4,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1706,44.0,5.0,2.0,0.0,0.0,1.0,0,9,3.0,1,2,1,-1.1,94.199,-37.5,0.88,4963.6,999.0,2,0,0.0
1707,40.0,5.0,2.0,0.0,0.0,0.0,0,11,1.0,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
1708,33.0,2.0,2.0,0.0,1.0,0.0,0,4,1.0,3,2,1,-1.8,93.075,-47.1,1.405,5099.1,999.0,6,0,0.0
1709,32.0,7.0,1.0,0.0,0.0,0.0,1,5,4.0,1,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
1710,63.0,6.0,3.0,3.0,0.0,0.0,1,5,5.0,2,0,0,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,0.0
1711,53.0,2.0,2.0,4.0,1.0,1.0,0,4,3.0,4,0,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,0.0
1712,50.0,2.0,2.0,1.0,1.0,0.0,0,8,2.0,1,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1713,36.0,1.0,2.0,0.0,0.0,0.0,0,5,3.0,6,0,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,0,0.0
1714,39.0,7.0,2.0,0.0,0.0,1.0,0,4,2.0,1,0,0,-1.8,93.075,-47.1,1.453,5099.1,999.0,0,0,0.0
1715,35.0,8.0,2.0,4.0,1.0,0.0,0,5,3.0,1,1,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,1,0,0.0
1716,47.0,10.0,2.0,6.0,1.0,1.0,0,8,4.0,3,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
1717,46.0,2.0,2.0,6.0,0.0,0.0,1,5,3.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1718,42.0,10.0,3.0,0.0,0.0,0.0,1,5,2.0,4,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1719,50.0,8.0,2.0,0.0,1.0,0.0,1,5,1.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1720,47.0,5.0,2.0,4.0,0.0,0.0,0,5,1.0,1,0,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,0,0.0
1721,58.0,11.0,3.0,0.0,0.0,0.0,0,7,1.0,4,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
1722,26.0,11.0,1.0,3.0,1.0,1.0,0,7,1.0,4,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
1723,30.0,10.0,1.0,0.0,0.0,0.0,0,8,2.0,5,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1724,34.0,10.0,1.0,0.0,0.0,0.0,1,6,3.0,1,0,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,0.0
1725,35.0,1.0,1.0,7.0,1.0,1.0,0,4,4.0,1,0,0,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,0,0.0
1726,55.0,5.0,2.0,7.0,1.0,1.0,1,5,1.0,3,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1727,45.0,2.0,2.0,0.0,1.0,1.0,1,6,5.0,3,0,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,0.0
1728,37.0,2.0,2.0,0.0,1.0,0.0,0,11,3.0,1,0,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0.0
1729,47.0,5.0,2.0,0.0,0.0,0.0,0,5,2.0,1,1,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,1,0,0.0
1730,40.0,10.0,2.0,7.0,1.0,0.0,0,7,1.0,5,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
1731,41.0,2.0,2.0,0.0,0.0,0.0,0,5,5.0,2,0,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0,0.0
1732,56.0,10.0,2.0,0.0,0.0,0.0,0,7,1.0,19,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
1733,40.0,1.0,2.0,7.0,0.0,0.0,0,11,5.0,2,1,1,-0.1,93.2,-42.0,4.021,5195.8,999.0,1,0,0.0
1734,40.0,1.0,2.0,4.0,0.0,0.0,0,5,5.0,2,0,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0,0.0
1735,42.0,3.0,2.0,7.0,1.0,0.0,1,6,4.0,3,0,0,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0,0.0
1736,31.0,10.0,1.0,7.0,1.0,0.0,0,8,4.0,5,0,0,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0,0.0
1737,43.0,5.0,2.0,7.0,0.0,0.0,0,8,1.0,5,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1738,42.0,1.0,2.0,6.0,1.0,1.0,0,5,1.0,2,0,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,999.0,0,0,0.0
1739,48.0,5.0,2.0,0.0,0.0,0.0,1,5,4.0,1,0,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,0.0
1740,47.0,2.0,1.0,1.0,0.0,0.0,1,5,5.0,1,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
1741,34.0,10.0,1.0,0.0,0.0,0.0,1,11,1.0,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
1742,28.0,8.0,2.0,0.0,1.0,0.0,1,5,2.0,4,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
1743,30.0,10.0,1.0,0.0,1.0,0.0,0,8,1.0,2,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1744,34.0,10.0,1.0,6.0,1.0,0.0,1,8,4.0,2,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
1745,42.0,5.0,2.0,0.0,1.0,0.0,0,8,4.0,2,0,0,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0,0.0
1746,34.0,10.0,1.0,4.0,1.0,0.0,1,7,3.0,1,0,0,1.4,93.91799999999999,-42.7,4.956,5228.1,999.0,0,0,0.0
1747,42.0,4.0,2.0,4.0,1.0,0.0,0,8,2.0,1,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1748,35.0,1.0,3.0,7.0,0.0,0.0,1,7,4.0,1,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,999.0,0,0,0.0
1749,40.0,5.0,2.0,0.0,1.0,0.0,0,8,2.0,3,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1750,30.0,3.0,2.0,4.0,1.0,0.0,1,5,5.0,1,0,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,0.0
1751,50.0,5.0,2.0,7.0,0.0,0.0,1,9,2.0,1,0,0,-1.1,94.199,-37.5,0.879,4963.6,999.0,0,0,0.0
1752,33.0,1.0,2.0,7.0,0.0,1.0,0,8,4.0,1,0,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,0.0
1753,34.0,10.0,2.0,7.0,1.0,0.0,0,8,5.0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1754,45.0,1.0,1.0,4.0,1.0,0.0,0,5,2.0,2,0,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,0.0
1755,55.0,1.0,2.0,4.0,0.0,0.0,0,5,2.0,1,0,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,0.0
1756,35.0,2.0,2.0,1.0,1.0,1.0,0,5,4.0,1,0,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0,0.0
1757,41.0,2.0,2.0,0.0,1.0,0.0,0,7,1.0,1,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
1758,26.0,8.0,1.0,4.0,0.0,0.0,0,5,3.0,2,0,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,999.0,0,0,0.0
1759,38.0,1.0,2.0,0.0,1.0,1.0,0,11,3.0,2,0,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0.0
1760,52.0,10.0,2.0,4.0,1.0,0.0,0,8,3.0,14,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
1761,34.0,1.0,1.0,7.0,1.0,0.0,0,5,3.0,1,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,0,0,0.0
1762,42.0,10.0,3.0,4.0,1.0,0.0,0,7,4.0,2,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
1763,22.0,2.0,1.0,3.0,1.0,0.0,1,7,1.0,7,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
1764,43.0,2.0,3.0,3.0,1.0,0.0,0,11,1.0,2,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
1765,50.0,3.0,2.0,3.0,1.0,0.0,1,6,5.0,2,0,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,0.0
1766,59.0,6.0,2.0,7.0,0.0,0.0,1,5,5.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1767,34.0,10.0,1.0,0.0,1.0,0.0,0,7,3.0,2,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,0.0
1768,29.0,3.0,2.0,3.0,1.0,0.0,0,11,3.0,1,0,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0.0
1769,33.0,8.0,3.0,4.0,1.0,1.0,1,5,2.0,3,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,0.0
1770,56.0,8.0,3.0,0.0,0.0,0.0,1,6,1.0,3,0,0,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,0.0
1771,45.0,10.0,2.0,0.0,1.0,0.0,0,11,3.0,1,0,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0.0
1772,34.0,10.0,1.0,6.0,1.0,0.0,1,11,2.0,1,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,0.0
1773,41.0,1.0,1.0,6.0,0.0,0.0,0,8,1.0,6,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1774,40.0,1.0,2.0,7.0,0.0,1.0,0,8,3.0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1775,32.0,2.0,2.0,4.0,0.0,0.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1776,44.0,3.0,3.0,7.0,0.0,0.0,0,4,4.0,1,0,0,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,0,0.0
1777,33.0,1.0,1.0,4.0,0.0,0.0,1,7,4.0,1,0,0,-1.7,94.215,-40.3,0.782,4991.6,999.0,0,0,0.0
1778,38.0,1.0,3.0,4.0,1.0,0.0,0,5,1.0,1,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,2,0,0.0
1779,48.0,8.0,3.0,0.0,0.0,0.0,0,4,4.0,2,1,1,-1.8,93.075,-47.1,1.41,5099.1,999.0,3,0,0.0
1780,30.0,3.0,2.0,6.0,1.0,1.0,0,11,4.0,2,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,0.0
1781,56.0,1.0,2.0,7.0,1.0,0.0,0,8,3.0,2,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
1782,35.0,10.0,2.0,6.0,1.0,0.0,0,8,1.0,3,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1783,35.0,3.0,3.0,6.0,0.0,0.0,0,8,2.0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1784,25.0,3.0,1.0,4.0,1.0,0.0,1,5,2.0,2,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1785,38.0,2.0,1.0,3.0,1.0,0.0,1,5,2.0,2,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1786,33.0,2.0,2.0,3.0,1.0,1.0,0,5,2.0,1,0,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,0.0
1787,42.0,8.0,1.0,4.0,1.0,0.0,0,5,1.0,5,2,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,2,0,0.0
1788,33.0,8.0,3.0,0.0,1.0,0.0,0,5,2.0,5,0,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,0.0
1789,38.0,1.0,1.0,7.0,1.0,0.0,0,4,1.0,2,0,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,0.0
1790,40.0,10.0,2.0,6.0,0.0,0.0,0,8,2.0,3,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
1791,40.0,2.0,3.0,0.0,0.0,0.0,0,5,4.0,6,0,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,0,0.0
1792,43.0,2.0,2.0,1.0,0.0,0.0,0,5,2.0,2,0,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,0.0
1793,40.0,10.0,2.0,6.0,0.0,1.0,0,5,3.0,4,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,0,0,0.0
1794,48.0,2.0,2.0,0.0,0.0,0.0,1,6,4.0,2,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,0.0
1795,27.0,5.0,1.0,0.0,1.0,0.0,0,8,3.0,1,0,0,-2.9,92.20100000000001,-31.4,0.884,5076.2,999.0,0,0,0.0
1796,30.0,1.0,2.0,7.0,1.0,1.0,0,8,3.0,2,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
1797,25.0,3.0,1.0,6.0,1.0,0.0,0,7,1.0,1,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
1798,43.0,2.0,1.0,6.0,0.0,0.0,0,5,1.0,3,0,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,0,0.0
1799,56.0,6.0,2.0,2.0,0.0,0.0,0,7,4.0,1,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,0.0
1800,58.0,2.0,2.0,0.0,1.0,1.0,0,8,5.0,2,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
1801,37.0,10.0,1.0,3.0,0.0,0.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
1802,34.0,10.0,1.0,0.0,1.0,0.0,0,7,4.0,5,0,0,1.4,93.91799999999999,-42.7,4.958,5228.1,999.0,0,0,0.0
1803,32.0,8.0,1.0,4.0,1.0,0.0,1,5,1.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
1804,34.0,2.0,2.0,2.0,0.0,0.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
1805,41.0,3.0,3.0,0.0,0.0,0.0,1,5,5.0,1,0,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0,0.0
1806,33.0,2.0,1.0,0.0,1.0,0.0,1,5,1.0,3,2,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,0,0.0
1807,43.0,10.0,2.0,7.0,0.0,1.0,0,11,4.0,5,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,0.0
1808,36.0,1.0,2.0,7.0,0.0,0.0,1,7,1.0,7,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
